REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,METRIC,METRIC_NAME,METRIC_VALUE
01/04/2026,30/04/2026,Latest Available Data,England,England,England,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,10560
01/04/2026,30/04/2026,Latest Available Data,England,England,England,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,11469
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,7850
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,4065
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,3780
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,7490
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,4110
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,3380
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,160385
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,141390
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,94800
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,84540
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,65690
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,56870
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",386
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",340
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",1205
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",1074
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",195
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",169
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,6275
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,19210
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,116615
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3475
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,2795
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13585
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,68005
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,5630
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,48625
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,14
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,82
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,5
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,16
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,80
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,10
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,86
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,7755
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD20a,Number of patients aged 0 to 17 which have an open suspected autism referral in the month receiving at least one care contact in the month,4430
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD20b,Number of patients aged 18 and over which have an open suspected autism referral in the month receiving at least one care contact in the month,3325
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,2025
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD21a,Number of patients aged 0 to 17 with an open suspected autism referral receiving an autism diagnosis in the month,650
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD21b,Number of patients aged 18 and over with an open suspected autism referral receiving an autism diagnosis in the month,1375
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,120
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,75
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,45
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,215
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,140
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,75
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,198
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,581
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,97
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,13125
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,6015
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,A,British,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,7105
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,55
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,10
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,45
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,50
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,10
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,40
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,795
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,680
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,280
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,255
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,515
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,430
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",161
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",138
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",953
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",855
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",110
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",92
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,25
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,105
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,555
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,15
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,10
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,55
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,185
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,50
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,370
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,15
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,81
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,6
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,22
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,73
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,11
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,86
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,45
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD20a,Number of patients aged 0 to 17 which have an open suspected autism referral in the month receiving at least one care contact in the month,15
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD20b,Number of patients aged 18 and over which have an open suspected autism referral in the month receiving at least one care contact in the month,30
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,15
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD21a,Number of patients aged 0 to 17 with an open suspected autism referral receiving an autism diagnosis in the month,*
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD21b,Number of patients aged 18 and over with an open suspected autism referral receiving an autism diagnosis in the month,10
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,104
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,873
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,83
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,110
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,25
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,B,Irish,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,85
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,520
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,220
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,300
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,530
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,255
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,275
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,9940
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,8745
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,5210
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,4665
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,4735
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,4080
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",277
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",244
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",868
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",777
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",159
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",137
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,300
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,1155
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,7315
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,190
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,115
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,610
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,3875
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,540
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,3440
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,84
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,4
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,3
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,83
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,84
01/04/2026,30/04/2026,Latest Available Data,Ethnicity,C,Any Other White Background,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,470
